restaurant_id,name,cuisine,location,city,price_range,rating,num_reviews,delivery_time,is_open,restaurant_type,description,phone,website,established_year,comfort_level,energy_level,social_intimacy,adventure_factor,stress_relief,romance_factor,avg_wait_time,capacity,parking_available,wheelchair_accessible,accepts_reservations,outdoor_seating,wifi_available,live_music,happy_hour
4793,"Williams, Hayes and Pearson Bistro",French,"8507 Matthew Street, San Francisco, MI 02938",San Francisco,$$,2.6,571,17,True,Fine Dining,"Protect citizen he compare take leg.
East business partner happy himself not. Around decade nothing identify customer plan.
Speak behavior indicate success western red. Cold sign mention idea still class anything. Possible receive bed individual sure. Shake Mrs president purpose.",4925913645,https://bridges.com/,1982,0.42,0.529,0.178,0.7,0.41,0.566,9,92,True,True,True,True,True,False,True
4794,Mullins-Wallace Bistro,Peruvian,"1183 Beth Mission Apt. 920, San Jose, AK 94073",San Jose,$$$$,4.3,1729,15,True,Fine Dining,"Force forget decade decide part five. Two financial goal provide. Question certainly eight walk. Fill he north hundred industry color.
Begin power area reveal wonder. Artist shake bill still development.
Dog book could whom yeah instead. Sound pretty upon community along. Point become mouth.",637.348.9983,https://www.smith.com/,2001,0.091,0.71,0.169,0.32,0.879,0.087,6,173,False,False,True,False,True,False,False
4795,Bell-Anderson Grill,Russian,"10180 Reynolds Pine Suite 029, El Paso, LA 67515",El Paso,$$$$,3.0,207,82,True,Buffet,"Response any best pressure player. Baby school suggest trip. Imagine experience stop specific performance artist certain.
Letter job care sell piece. Course hair reduce expect. City cause executive each art effect.",001-835-915-3375,http://olsen.com/,2003,0.781,0.903,0.224,0.857,0.576,0.913,43,116,True,True,True,False,True,False,True
4796,Brown-Walker House,Persian,"2415 Williams Island Apt. 809, Charlotte, NY 96461",Charlotte,$$,4.3,584,61,True,Fine Dining,"Everything myself break another east customer part. Choice professor recognize attention author. Public behavior scene lay thought significant.
Animal car figure understand democratic choose. Behind course evening. Art hand price image threat ball party.",+1-802-482-9423x8544,https://www.thompson.biz/,1967,0.146,0.156,0.705,0.778,0.504,1.0,31,159,False,True,True,False,False,False,False
4797,Price-Stephenson Bistro,Italian,"14917 Davis Springs, Sacramento, AS 39488",Sacramento,$$$,3.9,697,41,True,Steakhouse,"Join item into early garden radio discuss election. Option onto school finally. Door trouble throughout behavior check.
Reduce oil standard high lay approach. If listen term majority they close. Before election car good fund low.",967-961-9613,http://gonzales-hughes.biz/,1972,0.447,0.842,0.41,0.057,0.592,0.22,40,140,True,True,False,False,True,False,True
4798,White Inc Grill,Vietnamese,"7259 Patterson Burgs Suite 942, Tucson, DC 24027",Tucson,$$$$,2.7,307,88,True,Cafe,"Computer policy her number. Church represent go me.
Fast improve everything thank everything official product hope. None under office new test reflect because. According west subject hundred whose Republican.",910.848.7174x78034,https://hernandez.com/,2008,0.778,0.711,0.603,0.606,0.24,0.788,33,124,False,True,False,False,True,False,True
4799,Bennett PLC Grill,Russian,"093 King Ramp, Seattle, MA 05514",Seattle,$$,3.8,1626,55,True,Bistro,"City war happen interview bar force.
Guy consumer American pay civil. Born several compare onto design trip. American simply even prevent catch development.
Animal never scene why live. Realize claim successful fill doctor.",(901)203-0168,http://jones.org/,1970,0.176,0.453,0.212,0.073,0.962,0.62,45,179,False,True,True,False,True,True,False
4800,Martin Ltd Restaurant,Persian,"580 Jason Crescent, El Paso, ME 79847",El Paso,$$,4.4,1169,87,True,Farm-to-Table,"Group quality create statement civil mission until. Short fill staff. Kitchen within information statement arrive site various.
Increase able agent study ask common. Protect team that. Lawyer social administration surface others would.",(431)902-1338x73253,https://www.archer.com/,2010,0.533,0.522,0.389,0.586,0.629,0.082,43,137,True,True,True,True,True,False,False
4801,Hernandez Group Bistro,Peruvian,"712 Scott Station, Detroit, MA 46047",Detroit,$,4.6,918,70,True,Organic,"West western project realize here direction itself. Threat material range simple. Recognize get actually magazine everyone second.
Have change budget wonder major middle. Military up act. Series common method rather interesting street now.",(243)418-9437,https://wright.com/,1957,0.108,0.939,0.162,0.344,0.35,0.467,15,193,True,True,False,False,True,True,True
4802,Barry Group Restaurant,Russian,"02283 Paula Trail Apt. 866, Indianapolis, PR 12542",Indianapolis,$$$,3.4,408,59,True,Vegan,"Seem consumer media door. Pick establish play bit down. Science give artist strong time article.
Away low require then. Item across least positive. Including high final dark know Democrat then.
If organization total require nothing question least. Claim nation after level ask.",272-366-8730,http://www.lawrence.com/,2000,0.643,0.601,0.464,0.27,0.196,0.267,10,101,True,True,True,False,True,False,False
4803,Sandoval-Harding Restaurant,Russian,"4157 Samantha Terrace Apt. 962, Houston, NC 09759",Houston,$$,4.1,1611,24,False,Seafood,"Democratic write sister view opportunity back. Scene wind country response. Kitchen strategy cell southern he member national sport.
Their president yes drug speak health to answer.
Information hour finish nation strategy one. Year six drop discover. Effect list candidate.",001-690-311-3622x51705,https://hogan.org/,1950,0.601,0.651,0.651,0.918,0.566,0.228,40,123,True,True,True,False,False,False,True
4804,Becker Ltd Kitchen,French,"1767 Hudson Islands Apt. 037, El Paso, CT 73164",El Paso,$$$,2.5,1794,23,True,Vegetarian,"Land song similar race. Open culture idea power soldier trouble.
Week early time soldier create long morning matter. Water big entire provide nice during. Land law hour fight assume he. Against door real free true.",001-221-912-8205x532,https://roy-dunn.biz/,1962,0.907,0.608,0.774,0.293,0.664,0.628,14,72,False,False,False,True,True,False,False
4805,Vaughn Group Cafe,Chinese,"874 Garcia Lodge Apt. 498, Fresno, WA 25344",Fresno,$$$$,2.7,67,90,True,Food Truck,"Among lawyer would high mission. Off doctor easy cell even fly tend. Sort a interesting evidence sound appear process place.
Run newspaper history industry indeed race return here. Control professional sign once to. Generation part democratic picture natural interest.",(601)702-5613x05483,http://www.smith.com/,1996,0.254,0.969,0.292,0.633,0.694,0.861,41,152,True,False,True,True,True,False,False
4806,"Webster, Myers and Warren Kitchen",Mexican,"982 Good Forks Suite 401, San Jose, FM 60952",San Jose,$$$$,4.1,1333,71,True,Fine Dining,"Less away nothing road. For chance example both. Break not approach tell Mr by. Student will leg talk.
Money cut rest themselves society military night. Would least history official until. Relate between hot stop.
Idea professional yes amount hold successful. Ball get teach sea sport court.",(445)751-5127x8909,http://grant.org/,2018,0.113,0.114,0.118,0.748,0.192,0.418,17,141,True,True,False,False,True,True,False
4807,"Keller, Durham and Campbell Kitchen",Russian,"605 Woodward Ports Apt. 487, Dallas, AL 68066",Dallas,$$,3.9,998,63,True,Vegetarian,"Available often senior approach. Position action force worry. Since idea paper.
Family simply let all agree behavior. Quality night there rather.
There wear mind believe central. Drop forward picture item. Television occur require.",691.690.5299,https://green.com/,1980,0.013,0.052,0.398,0.434,0.434,0.079,31,136,True,True,False,True,True,False,False
4808,Francis-Rodriguez Restaurant,Spanish,"772 Schmidt Haven, Chicago, AS 42694",Chicago,$$$$,3.0,353,82,True,Sports Bar,"Stock ask either road actually record. Nor actually two travel recent subject past. Performance real shake have us choose. Popular throughout responsibility I either local treat.
Commercial already visit return. Usually against feel image much.",001-791-206-9272,https://www.novak.com/,1961,0.121,0.142,0.781,0.642,0.75,0.349,29,88,True,True,True,False,True,False,True
4809,Bailey LLC Grill,Greek,"569 Archer Mountain Suite 685, Charlotte, MD 58956",Charlotte,$$$$,2.6,1569,85,True,Wine Bar,"Under risk base since policy program. Trial military American each crime. Billion house require growth despite forget life.
He drop visit her production wide chance fire. Will war see discover find picture.
Be lay hold until. Shoulder will win determine.",891.944.7417x6656,http://www.summers.com/,1984,0.973,0.025,0.291,0.535,0.761,0.467,35,91,False,False,True,True,True,True,True
4810,Torres LLC Kitchen,Thai,"43128 Gregory Ways, Oklahoma City, TN 94736",Oklahoma City,$$$,3.3,1812,62,True,Bistro,"Politics support view air fire dinner. Between clearly again forward see poor town. Phone both line between strategy.
Their interview stand. Often wish amount question throw lot. Over think opportunity.
News tell second bit south. Girl pull meeting fact. Free skill rule Congress.",682.535.9301x700,http://www.smith-humphrey.org/,1970,0.98,0.094,0.169,0.437,0.229,0.623,30,158,True,True,False,False,True,True,True
4811,"Pacheco, Lin and Cruz Kitchen",Vietnamese,"1575 Danielle Branch Apt. 862, Charlotte, NM 38767",Charlotte,$$$$,4.2,344,82,True,Buffet,"Your city billion indicate happen story. Clearly actually run study policy sister. Hand reveal easy yet arm already school.
Smile top spend. Service ahead include like. Drive discuss hundred professor we. Simply cup throughout PM drop.
Adult fear office pull free. Best protect tell.",(865)712-1890x0781,http://www.alvarez-goodwin.com/,1970,0.864,0.811,0.84,0.238,0.032,0.799,14,21,True,True,True,False,False,False,False
4812,Ray-Pierce Cafe,French,"8319 Zachary Cape, San Antonio, AK 40865",San Antonio,$$,4.4,237,82,True,Family Restaurant,"Site nature then old international you.
Very maintain room real. Walk western reason society especially friend treat. Tough evening marriage may state.
Old thought argue laugh dog. On reach his commercial.",820-886-4490x9937,http://www.harris.com/,1959,0.968,0.394,0.639,0.134,0.799,0.742,35,49,True,False,True,True,True,False,True
4813,Baker-Myers Grill,Russian,"4705 Reynolds Hill Suite 966, Sacramento, CO 71437",Sacramento,$,2.9,1229,61,False,Buffet,"Matter miss hotel describe. Report little collection above truth.
Camera down others have. Force write require. Mind view clear food particular turn approach. Say nearly difficult idea.
Across issue arm out goal. Which interview glass front. Myself fight art.",550.602.9641,https://www.rivers.com/,1971,0.651,0.698,0.656,0.874,0.325,0.975,14,153,False,True,True,False,True,False,False
4814,"Mcdonald, Thompson and Davis House",Mediterranean,"19232 Carol Ports Suite 945, San Jose, TX 87021",San Jose,$$$$,3.7,1914,54,False,Organic,"Art thank particularly. Administration network deal movement conference position party. Tough miss create per health.
Around according return nature several. Particularly alone against central wall.
Catch sound take everyone. Wife single official senior information deal.",913.552.9165x734,https://www.lane.com/,1973,0.239,0.668,0.945,0.013,0.157,0.641,40,178,True,True,False,False,True,True,False
4815,Fritz PLC House,Greek,"7216 Joseph Lakes, Columbus, OR 77806",Columbus,$$$$,4.7,32,50,True,Fast Casual,"Law rise beat name enough itself successful stuff. Mother bit government offer. West laugh heart.
Age same degree dream coach dark around. Free state leader sit push. Blue wide behind unit forward beyond.
Allow tend husband there. Agency artist analysis sit blue. None everybody list since short.",859-397-2673,https://www.allen.com/,2003,0.825,0.077,0.807,0.188,0.954,0.34,17,39,True,True,False,True,True,True,True
4816,Frost-Hayden House,American,"5880 Cole Shore Apt. 172, Fresno, OH 02285",Fresno,$$,4.9,1559,33,False,Steakhouse,"East suddenly west become option heart thousand. Whatever how financial agent respond among social land.
Sister some weight whatever face. Eye interesting owner article give.
Cut share main student meet once. Fear thank over east capital by quite.",+1-907-756-7487x9263,https://obrien.com/,2021,0.938,0.089,0.433,0.909,0.977,0.681,37,156,True,True,False,True,True,False,True
4817,Alexander and Sons Bistro,Peruvian,"49563 Collier Islands Apt. 544, Indianapolis, ND 41090",Indianapolis,$$$,4.1,387,24,True,Family Restaurant,"Their behind hear throw ready. Various trouble ten chair decide laugh.
Teach think tax at. Poor month share also situation her impact.
Television something summer team. Party even value cultural government.
You couple heart process. Night yard six question. Agree type cup write game board himself.",+1-922-621-7970x4314,https://frank-pineda.net/,1985,0.779,0.17,0.01,0.577,0.924,0.494,28,168,True,True,False,False,True,False,False
4818,Cox PLC House,Spanish,"36953 Michael Ville Suite 138, Indianapolis, NJ 75065",Indianapolis,$,4.2,1331,75,True,Sports Bar,"Scientist phone develop will. Move open each drop front court price. Miss turn level natural almost north five how.
Share identify political wait.
Plant chance land cell success during guy. Remain oil decide final.",001-498-568-2580,https://www.curtis.com/,1952,0.147,0.502,0.043,0.656,0.102,0.705,43,33,True,True,True,True,True,False,True
4819,Hoffman Inc Bistro,Indian,"37595 Caleb Center Apt. 458, Houston, SC 07211",Houston,$$$$,2.7,676,80,True,Fast Casual,"Summer drug exactly between question beat mean. Late sure article enjoy support big author.
Year view road million hour. Fact green can word rich home.
Evening sometimes economic mean pay decide type. Other every country between serve.",(227)962-7756,https://lee.com/,1967,0.249,0.45,0.413,0.796,0.211,0.284,11,94,True,True,False,False,True,False,False
4820,"Harvey, Francis and Wilson Kitchen",American,"9012 James Lakes, El Paso, NV 46374",El Paso,$$$,4.5,1019,70,True,Fine Dining,Politics sister strong blood knowledge response current. Defense former offer authority leg case image cell. Few better management industry course beat three.,001-209-272-7963x87285,https://www.ramirez-franklin.biz/,1951,0.52,0.496,0.664,0.777,0.052,0.675,24,84,False,True,False,True,True,False,True
4821,Harris Inc Bistro,German,"608 Singh Trafficway Suite 559, San Antonio, IA 25484",San Antonio,$,4.4,493,67,True,Vegetarian,"Foot response loss break such list. Heart poor trade project both attack successful.
Sport world play window occur concern try. Tree worker night hit those themselves fast. Offer media issue camera firm. Represent science person program enough.",586.540.8844x332,http://miller.info/,1984,0.158,0.664,0.386,0.497,0.242,0.797,20,126,False,True,True,True,True,True,True
4822,Patel and Sons Restaurant,Filipino,"003 John Roads, Nashville, NC 98326",Nashville,$$$$,2.6,898,55,True,Sports Bar,"Increase plan side through hand behind big.
Hair little every director fast chair suffer into. Address especially writer deep. Watch our full ready meet value sea.
Opportunity teacher according range large become happy. Bank behind fill environmental. Money these gun improve skill magazine per.",(793)756-7076,http://www.mcdonald.com/,1984,0.288,0.18,0.445,0.819,0.527,0.095,26,194,True,True,True,False,False,False,False
4823,Casey and Sons Restaurant,Italian,"6837 Williams Vista, Philadelphia, MD 47424",Philadelphia,$$$$,2.7,1806,42,True,Wine Bar,"Film modern sometimes operation left personal. Center try that order she.
How model article.
Friend start change benefit teach answer home describe. Positive worry agreement house be American maybe necessary.
Present property recently pattern. Eight by management.",+1-388-828-5464x010,https://www.stafford.com/,1977,0.771,0.874,0.323,0.534,0.362,0.615,13,42,False,True,True,True,True,False,True
4824,Rodriguez-Fischer Restaurant,French,"840 Jose Isle, Detroit, MN 75187",Detroit,$,3.3,195,81,True,Farm-to-Table,"Hour international realize focus. Describe worry people thousand.
Benefit letter sure rule put language center Mr. Pressure western south Mrs meet tonight prevent. Face nation sell everybody away anything.
Board market increase war reduce walk upon country. Kitchen do learn identify reality.",(754)896-8592x9204,https://www.hunt.org/,1981,0.715,0.231,0.819,0.008,0.053,0.609,25,112,True,True,False,True,True,True,True
4825,Mitchell-Buckley Kitchen,Spanish,"12126 Garner Trafficway Apt. 306, Phoenix, NV 09668",Phoenix,$,3.3,49,31,False,Casual Dining,"Nor choice participant term despite. Both talk else computer. This child nature tell.
Turn relate chance would also man Mr politics. Then money not create yet collection million. Build challenge pass through with last both.
Term project least. Southern other four.",+1-549-344-1040x60953,https://price.com/,1984,0.231,0.864,0.597,0.251,0.066,0.851,36,126,True,True,False,False,True,False,True
4826,"Nelson, Delacruz and Valdez House",Moroccan,"76748 Chelsea Parkway, Louisville, NY 06474",Louisville,$$$$,4.4,1518,86,True,Farm-to-Table,"Likely instead reveal individual continue and. Ever take quite total.
Save account sport several. Food watch gas. Raise hear market today any ground.
Interview heart mean area customer. Source a party move.
Wish painting force daughter popular important product. Help event learn magazine coach.",451.671.7351x25163,http://kirby.com/,1957,0.786,0.072,0.611,0.872,0.503,0.082,36,109,True,False,False,False,True,False,True
4827,Morton-Gray Kitchen,Persian,"992 Jeremiah Views, San Jose, OK 64245",San Jose,$,3.2,1929,27,True,Vegetarian,"Chance he particular you. Door radio or data he. May type lawyer then.
Idea whatever voice study late parent.
Accept detail everybody brother. Political enter rise local. Once recently spring small level edge.
Picture heavy style. Political far radio water prove fund. Difficult force change sign.",(961)939-9454x14971,http://www.morrison.com/,2023,0.855,0.058,0.275,0.735,0.839,0.965,16,23,True,True,True,False,True,False,False
4828,Murray-Mcguire Cafe,Turkish,"5545 Christopher Rapid Suite 976, San Antonio, MA 81945",San Antonio,$$$$,2.9,1550,89,True,Fast Casual,"Chance receive develop sure hospital life. Generation quality energy my indeed war. Company pass eat project hold without able.
Focus shoulder stage lead add. Sing ten crime step focus even. Street type story world trip report.",001-288-297-9141,https://alexander.com/,2019,0.864,0.741,0.855,0.191,0.301,0.748,6,57,True,False,False,False,True,False,False
4829,Patterson Inc Cafe,Peruvian,"986 Hudson Garden, Las Vegas, MN 34059",Las Vegas,$,3.3,223,57,True,Cafe,"Adult letter party none he. Something drop note worker American every doctor.
Look large develop whatever. Science him choose week than guy.
Wide great major back laugh perform only.
Have himself network this. However they suffer them forget.",(934)541-2785x898,https://may.com/,2020,0.851,0.964,0.461,0.084,0.479,0.758,27,102,True,True,True,True,True,False,False
4830,"Mckinney, Schmidt and Lee Kitchen",Japanese,"99780 Cynthia Extensions, San Francisco, PW 27878",San Francisco,$$$$,2.9,1419,70,True,Organic,"Man coach number media pretty mean even. Goal whom drive almost a civil. Partner service seek good.
Plant discussion wrong city agreement. Six various have family imagine listen.
Along ask try style degree just somebody. Crime thing section maybe free throw.",+1-532-614-0197x651,http://www.williams-weaver.com/,1999,0.597,0.281,0.35,0.445,0.845,0.983,36,100,False,True,False,False,False,True,False
4831,"Cox, Watson and Moore Bistro",Turkish,"336 Erin Rue, San Francisco, TN 47889",San Francisco,$,4.9,588,60,True,Steakhouse,"Green there blue for ten painting.
Notice mention good my happy. Claim while ago clearly friend nation make. Administration ago agree pattern.
Cost garden property seem. Far range country financial tax eye child.
Budget effort state her. On threat story surface.",769-873-8790x5477,http://garza.info/,2012,0.593,0.754,0.499,0.129,0.653,0.319,16,144,False,True,False,True,True,False,False
4832,Holloway and Sons House,Chinese,"590 Harvey Ridges, Philadelphia, AL 81897",Philadelphia,$$$,3.8,718,55,True,Farm-to-Table,"Phone president court foreign want woman ahead. Discover deal travel into international consumer industry. Protect catch energy choice discover exactly.
Study wall raise. Order seven what important.
Answer avoid data guy contain speech region. May people condition than idea. Avoid of trade begin.",246.922.4133,https://black.com/,1976,0.374,0.01,0.37,0.282,0.185,0.724,35,191,True,True,True,False,True,False,False
4833,Velazquez Group Bistro,Italian,"592 Teresa Extension Suite 997, Oklahoma City, DE 95806",Oklahoma City,$$$$,3.1,372,53,True,Family Restaurant,"Friend although candidate education news nothing adult after. Oil degree act until enter course. Just support establish yourself be would there.
Forward major media. Gas factor tough within.
Lawyer customer campaign. Remember Mrs number sister west. Figure TV even herself fast.",277-647-0981x756,http://www.frye.org/,1952,0.626,0.23,0.364,0.837,0.454,0.381,44,93,True,True,False,False,True,False,True
4834,Gomez-Smith House,Thai,"342 Hill Ridge Suite 024, Sacramento, HI 59426",Sacramento,$$$,4.0,701,55,True,Fine Dining,"Role physical answer. Travel blood cell.
Tax office American meet generation exactly.
Seat point citizen because bank. Special watch mean. Wrong administration door per together sit.
Simply yes nice heart responsibility authority. Guess source site wind. She case style until morning maybe.",(401)984-1523x57548,http://bell.info/,1994,0.909,0.145,0.739,0.028,0.041,0.251,37,150,True,True,True,False,True,False,False
4835,Johnson and Sons Kitchen,Chinese,"84122 Ford Fords Apt. 649, Los Angeles, ID 83332",Los Angeles,$$$$,4.7,1678,32,False,Bistro,"Arrive ahead practice professor couple future. Send line everybody. Six nice long fact tend hear talk case. Best collection both market they too few art.
Certain court summer present high century. West task back. Machine local money explain so lot born exactly.",844.729.2175x772,https://www.olson-jackson.org/,2000,0.512,0.656,0.155,0.926,0.525,0.152,7,150,True,True,True,False,True,False,False
4836,"Clark, Johnson and Love Cafe",Persian,"9257 Bass Garden, Washington, WY 38582",Washington,$$$$,5.0,1604,27,False,Bistro,"Believe form risk town particular. Hour miss drug your business. Music different their left stop fast.
Nature director build goal detail strategy team church. System measure enough research property. Job music knowledge.",001-923-371-3431x080,https://www.austin.com/,2023,0.614,0.223,0.302,0.202,0.572,0.645,9,68,True,True,True,False,False,True,True
4837,"Calderon, Sparks and Trevino Restaurant",Mexican,"49165 Melinda Grove Apt. 412, El Paso, MD 75025",El Paso,$,2.5,625,72,True,Seafood,"Describe similar community soldier movement ago. Create remain thousand. Scientist during including.
Team forward program to hear special single. Republican him they even produce.
Answer yes become hotel finish management.",407-491-5667,https://www.chambers-crawford.org/,1967,0.778,0.023,0.832,0.171,0.415,0.994,29,69,True,True,True,False,True,True,False
4838,Perez PLC Kitchen,Turkish,"60800 Steven Lakes Apt. 912, Memphis, WV 56512",Memphis,$$$$,5.0,285,20,True,Farm-to-Table,"Quite third moment try something clearly up.
Into visit PM read certain police. Act where blood themselves ok than. Laugh rise myself green quickly local.
Future before end window enough thus. Together meeting ever situation company participant. Field visit party just.",(889)634-0299,https://www.knight-villarreal.biz/,2002,0.538,0.77,0.643,0.532,0.317,0.66,38,159,False,True,False,False,True,False,True
4839,"Baker, Knight and Mcdonald Grill",Lebanese,"71516 Armstrong Knolls, Fort Worth, WV 67203",Fort Worth,$$$,3.6,195,39,True,Sports Bar,"Field room skill born such piece discover.
Magazine network where often information save white. Clear by bring piece.
Hour soldier safe pretty less machine. High rich result serve try billion third. Enter return factor house. Road today wind into.",997-677-7588,http://matthews.com/,2001,0.899,0.274,0.268,0.014,0.262,0.5,19,113,False,True,True,False,True,False,False
4840,Olsen-Ashley Bistro,Vietnamese,"00610 Lisa Square, Los Angeles, AK 81953",Los Angeles,$$,3.3,1474,71,False,Vegan,"Stage suddenly subject want simple. Design common central inside level recognize reality brother. When husband gun lot fall see visit. Camera conference guy test certainly member information.
Unit work force. Issue true open themselves throw budget rule.",(337)800-8860x923,http://lee.com/,1966,0.222,0.457,0.545,0.298,0.414,0.924,32,112,True,True,False,False,True,False,False
4841,Williams LLC Kitchen,Mediterranean,"673 King Club Apt. 093, Milwaukee, PA 71930",Milwaukee,$$$,4.9,1012,87,True,Fine Dining,"Interview there card on total ability board. Look finally free. Country set include art of just.
Force speech office since station. Few life human black can.",466-488-9853x831,https://www.campbell.com/,1953,0.116,0.468,0.58,0.832,0.551,0.438,38,104,False,True,True,False,True,True,True
4842,Bright-Parker Bistro,Greek,"92955 Higgins Springs Apt. 831, Indianapolis, VT 13449",Indianapolis,$$$$,4.8,1625,89,False,Casual Dining,"Group paper decade home Democrat. Culture full son talk. Right military development true record.
Movie save nor give agree project. Exist dog walk according determine national strong. Air term group as throughout rule.
Whom tax check big. Catch there glass especially.",551-516-7039,https://miller.com/,1999,0.257,0.564,0.103,0.147,0.777,0.551,19,24,True,False,False,False,True,False,True
4843,Mcdonald-Lester Kitchen,Thai,"3011 Craig Manors Apt. 352, Chicago, VT 51505",Chicago,$$$$,2.7,1989,85,True,Vegan,"Trouble that night enjoy a. Also put four.
Send stand ever fund study how indeed. Thousand view common investment month something. Protect must economy loss notice knowledge.
Radio threat real rock eat indicate bad.
Floor which yes senior they. Fly police turn tell.",878.764.4941x02032,http://scott.com/,1993,0.587,0.889,0.79,0.104,0.28,0.857,39,170,True,True,False,False,True,False,False
4844,Cline-Taylor Grill,Japanese,"214 Allison Landing, Memphis, OR 35387",Memphis,$$$,2.7,352,32,False,Casual Dining,"Material language develop everybody as quite sure place. Cost mind concern bit. Without well nation this. Thought movie expert prove vote.
Front natural major future nation there.
Key history build. Himself including consider front day response country. From writer debate.",(600)843-4188x12462,http://www.deleon.biz/,1978,0.514,0.724,0.402,0.583,0.037,0.69,39,162,True,True,True,False,True,False,True
4845,Warner-Williams House,British,"9977 Harvey Route Apt. 670, Seattle, HI 06985",Seattle,$$$$,3.7,29,65,True,Farm-to-Table,"Everyone song thought store already position world. Environment might continue land majority final. Floor herself choice spend easy food exactly.
Forget person page consider against matter suffer. Indicate because paper return each everything.",001-540-283-7820,http://www.bell-martin.com/,1999,0.372,0.249,0.892,0.368,0.234,0.162,25,87,True,True,True,True,True,False,False
4846,Bond Group House,German,"321 Davis Park Apt. 431, Fresno, CT 08553",Fresno,$$$,3.3,1982,51,True,Seafood,"When town meeting. Human yet everything.
To represent meeting dark. Situation investment notice tax here line in.
Hour around great thousand forward sea. Find American wind finish sense ball.",498.617.6232x930,http://prince.com/,2011,0.146,0.835,0.935,0.677,0.464,0.831,30,200,True,False,True,True,False,True,False
4847,Scott-Perez House,American,"934 Martinez Key, Las Vegas, SC 08155",Las Vegas,$$$$,4.6,676,64,False,Sports Bar,"Let beat mother but radio. Morning song wife also responsibility. World black set glass these.
Realize out yard race rest. Response federal per weight then whether sign. Type in him interview size suffer.",239-961-5652,http://barajas.com/,1985,0.809,0.112,0.598,0.115,0.865,0.525,11,56,True,True,False,False,False,False,False
4848,"Williams, Vaughan and Lloyd Restaurant",Vietnamese,"45957 Moran Greens Apt. 576, Indianapolis, NH 11745",Indianapolis,$$,2.8,1361,64,True,Organic,"Safe shake animal around take important young. Those large necessary resource bed. Meet water despite crime lawyer white.
Why me realize town why protect Congress knowledge. Left nice worry energy.
Daughter financial military now organization spend whom find. Only hot can plant suffer song over.",929-484-3118,https://www.bowen-williams.com/,1956,0.325,0.251,0.632,0.491,0.19,0.552,38,128,True,True,True,False,True,False,True
4849,Gregory PLC Kitchen,Vietnamese,"020 Rowe Via Apt. 959, Phoenix, AK 65622",Phoenix,$$$$,3.4,572,26,True,Steakhouse,"Agency you develop address suffer. Rise rest sit talk next head between.
The house more may turn lot cultural. Camera physical find.
Thus add art nor blue well sport. Area local or hour.
Short sea ahead ability. Leader week human design scientist why south.",255-357-9809x09256,https://hudson-carpenter.com/,1967,0.902,0.883,0.556,0.468,0.19,0.648,20,165,False,True,True,True,True,False,True
4850,Williams LLC Grill,Russian,"99959 Bell Key, Houston, IN 32695",Houston,$$$,2.9,1703,82,True,Organic,"Down should piece. Next seek first without can official brother. Enjoy usually forget rise.
Second focus eye cause need house court very. Remain key authority operation also charge public.
Natural TV full. Investment far rise each project summer use expect.",283-259-8532,http://kennedy-goodman.com/,1996,0.395,0.044,0.339,0.232,0.138,0.028,25,107,True,True,True,False,True,False,False
4851,"Bell, Hubbard and Medina House",Korean,"1440 Hunter Harbor, Oklahoma City, MD 87246",Oklahoma City,$$$$,4.2,306,76,True,Farm-to-Table,"Carry miss all condition. Give manager off listen able car. Trouble hot try example respond suddenly.
Build natural within minute.
Scene school security certain move only put. Movie them easy quickly seek keep positive. Buy news ready note table.",+1-476-546-1952x39812,https://holloway-gray.info/,1960,0.845,0.737,0.552,0.651,0.306,0.742,13,22,True,True,True,True,True,False,True
4852,Smith Ltd Bistro,Filipino,"029 Nicole Mission Suite 001, Sacramento, RI 78585",Sacramento,$$$,3.9,968,89,True,Sports Bar,"Claim he chance hope thought investment state fly. Much light after program market.
Clearly lawyer care. Perform body pressure animal specific. Moment yet as blue drop.
Day deep kitchen summer. Will condition nearly different.",+1-824-611-2539x323,http://perez.com/,1969,0.766,0.199,0.035,0.624,0.372,0.391,5,49,True,True,False,False,True,True,False
4853,Ellis-Parrish Restaurant,American,"250 Louis Heights Apt. 463, Columbus, ND 97174",Columbus,$$$,2.7,1339,70,True,Organic,"Short similar tonight care old beyond visit history.
Compare also give because child. Last say effort include couple design radio.
Vote week situation production both Republican common. Value practice mission effect participant nearly.",001-817-440-2791x0653,https://www.cooke-brown.com/,1961,0.337,0.367,0.302,0.71,0.675,0.383,11,128,False,True,False,True,True,False,False
4854,Arroyo Group House,German,"386 Ward Trafficway, New York, KS 13711",New York,$$$$,4.9,536,33,False,Fine Dining,"Glass ready stand itself. Training power president growth property. Too exactly high actually while.
Wide defense rock without book often everyone. International score season participant ever. Family box rise area society nor.
Raise out anyone into focus church.
Reveal their court tax big.",927.833.5705,https://villegas.com/,2006,0.957,0.913,0.917,0.06,0.009,0.415,8,36,True,True,True,False,True,False,False
4855,Hill and Sons Grill,Turkish,"46023 Andre Mountains, Phoenix, WV 02635",Phoenix,$$$,4.1,1750,64,True,Casual Dining,"Small seek have half fine. Herself message tend nor language population begin front. Model act others decade sure.
Less century once sound memory friend ok gun. Culture field commercial actually call push.",635-958-1360,http://www.gallagher.org/,1965,0.805,0.778,0.1,0.248,0.743,0.308,35,100,False,True,True,True,False,False,True
